word_id	utterance_id	location	surface	auto	fix	eng	speaker	langid	filename	clause	clauseno
1629	197	5	see	see.V.INFIN			BRA	eng	herring15		
1630	197	6	it	it.PRON.OBJ.3S			BRA	eng	herring15		
1631	197	7	like	like.CONJ.[or].like.V.3S.PRES			BRA	eng	herring15		
1632	197	8	.				BRA	999	herring15		
1633	198	1	I	I.PRON.SUB.1S			EVN	eng	herring15		
1634	198	2	can't	can.V.1S.PRES+NEG			EVN	eng	herring15		
1635	198	3	live	live.V.INFIN			EVN	eng	herring15		
1636	198	4	in	in.PREP			EVN	eng	herring15		
1637	198	5	a	a.DET.INDEF			EVN	eng	herring15		
1638	198	6	place	place.N.SG			EVN	eng	herring15		
1639	198	7	like	like.CONJ.[or].like.N.SG			EVN	eng	herring15		
1640	198	8	that	that.DEM.FAR			EVN	eng	herring15		
1641	198	9	man	man.N.SG			EVN	eng	herring15		
1642	198	10	.				EVN	999	herring15		
1643	199	1	bro	bro.N.SG			BRA	eng	herring15		
1644	199	2	you	you.PRON.SUB.2SP			BRA	eng	herring15		
1645	199	3	like	like.V.2SP.PRES			BRA	eng	herring15		
1646	199	4	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
1647	199	5	bright	bright.ADJ			BRA	eng	herring15		
1648	199	6	out	out.ADV			BRA	eng	herring15		
1649	199	7	bro	bro.N.SG			BRA	eng	herring15		
1650	199	8	.				BRA	999	herring15		
1651	200	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
1652	200	2	like	like.CONJ.[or].like.SV.INFIN			BRA	eng	herring15		
1653	200	3	just	just.ADJ.[or].just.ADV			BRA	eng	herring15		
1654	200	4	as	as.CONJ			BRA	eng	herring15		
1655	200	5	bright	bright.ADJ			BRA	eng	herring15		
1656	200	6	.				BRA	999	herring15		
1657	201	1	but	but.CONJ			BRA	eng	herring15		
1658	201	2	you	you.PRON.SUB.2SP			BRA	eng	herring15		
1659	201	3	can't	can.V.2SP.PRES+NEG			BRA	eng	herring15		
1660	201	4	even	even.ADV			BRA	eng	herring15		
1661	201	5	see	see.V.INFIN			BRA	eng	herring15		
1662	201	6	the	the.DET.DEF			BRA	eng	herring15		
1663	201	7	sun	sun.N.SG			BRA	eng	herring15		
1664	201	8	.				BRA	999	herring15		
1665	202	1	like	like.CONJ.[or].like.V.INFIN			BRA	eng	herring15		
1666	202	2	all	all.ADJ			BRA	eng	herring15		
1667	202	3	you	you.PRON.SUB.2SP			BRA	eng	herring15		
1668	202	4	see	see.V.2SP.PRES			BRA	eng	herring15		
1669	202	5	is	is.V.3S.PRES			BRA	eng	herring15		
1670	202	6	clouds	cloud.N.PL			BRA	eng	herring15		
1671	202	7	.				BRA	999	herring15		
1672	203	1	yeah	yeah.ADV			EVN	eng	herring15		
1673	203	2	that's	that.DEM.FAR+BE.V.3S.PRES			EVN	eng	herring15		
1674	203	3	it	it.PRON.OBJ.3S			EVN	eng	herring15		
1675	203	4	has	ha.IM+V 3S PRES.[or].has.V.3S.PRES			EVN	eng	herring15		
1676	203	5	to	to.PREP			EVN	eng	herring15		
1677	203	6	give	give.V.INFIN			EVN	eng	herring15		
1678	203	7	some	some.ADJ			EVN	eng	herring15		
1679	203	8	kind	kind.ADJ.[or].kind.N.SG			EVN	eng	herring15		
1680	203	9	of	of.PREP			EVN	eng	herring15		
1681	203	10	overcast	overcast.ADJ			EVN	eng	herring15		
1682	203	11	.				EVN	999	herring15		
1683	204	1	I	I.PRON.SUB.1S			BRA	eng	herring15		
1684	204	2	don't	do.V.1S.PRES+NEG			BRA	eng	herring15		
1685	204	3	like	like.CONJ			BRA	eng	herring15		
1686	204	4	it	it.PRON.OBJ.3S			BRA	eng	herring15		
1687	204	5	.				BRA	999	herring15		
1688	205	1	I	I.PRON.SUB.1S			EVN	eng	herring15		
1689	205	2	kinda	unk			EVN	eng	herring15		
1690	205	3	of	of.PREP			EVN	eng	herring15		
1691	205	4	know	know.SV.INFIN			EVN	eng	herring15		
1692	205	5	a	a.DET.INDEF			EVN	eng	herring15		
1693	205	6	place	place.N.SG			EVN	eng	herring15		
1694	205	7	like	like.CONJ.[or].like.N.SG			EVN	eng	herring15		
1695	205	8	that	that.DEM.FAR			EVN	eng	herring15		
1696	205	9	man	man.N.SG			EVN	eng	herring15		
1697	205	10	or	or.CONJ			EVN	eng	herring15		
1698	205	11	.				EVN	999	herring15		
1699	206	1	especially	especial.ADJ+ADV.[or].especially.ADV			BRA	eng	herring15		
1700	206	2	when	when.CONJ			BRA	eng	herring15		
1701	206	3	you're	you.PRON.SUB.2SP+BE.V.PRES			BRA	eng	herring15		
1702	206	4	used	use.V.PAST			BRA	eng	herring15		
1703	206	5	to	to.PREP			BRA	eng	herring15		
1704	206	6	Florida	name			BRA	eng&spa	herring15		
1705	206	7	.				BRA	999	herring15		
1706	207	1	huh	huh.IM			EVN	eng	herring15		
1707	207	2	?				EVN	999	herring15		
1708	208	1	especially	especial.ADJ+ADV.[or].especially.ADV			BRA	eng	herring15		
1709	208	2	when	when.CONJ			BRA	eng	herring15		
1710	208	3	you're	you.PRON.SUB.2SP+BE.V.PRES			BRA	eng	herring15		
1711	208	4	used	use.V.PAST			BRA	eng	herring15		
1712	208	5	to	to.PREP			BRA	eng	herring15		
1713	208	6	Florida	name			BRA	eng&spa	herring15		
1714	208	7	bro	bro.N.SG			BRA	eng	herring15		
1715	208	8	.				BRA	999	herring15		
1716	209	1	yeah	yeah.ADV			EVN	eng	herring15		
1717	209	2	no	no.ADV			EVN	eng	herring15		
1718	209	3	and	and.CONJ			EVN	eng	herring15		
1719	209	4	the	the.DET.DEF			EVN	eng	herring15		
1720	209	5	cold	cold.ADJ			EVN	eng	herring15		
1721	209	6	too	too.ADV			EVN	eng	herring15		
1722	209	7	I	I.PRON.SUB.1S			EVN	eng	herring15		
1723	209	8	can't	can.V.1S.PRES+NEG			EVN	eng	herring15		
1724	209	9	deal	deal.V.INFIN			EVN	eng	herring15		
1725	209	10	I	I.PRON.SUB.1S			EVN	eng	herring15		
1726	209	11	can't	can.V.1S.PRES+NEG			EVN	eng	herring15		
1727	209	12	deal	deal.V.INFIN			EVN	eng	herring15		
1728	209	13	with	with.PREP			EVN	eng	herring15		
1729	209	14	snow	snow.N.SG			EVN	eng	herring15		
1730	209	15	and	and.CONJ			EVN	eng	herring15		
1731	209	16	.				EVN	999	herring15		
1732	210	1	oh	oh.IM			BRA	eng	herring15		
1733	210	2	my	my.ADJ.POSS.1S			BRA	eng	herring15		
1734	210	3	god	god.N.SG			BRA	eng	herring15		
1735	210	4	.				BRA	999	herring15		
1736	211	1	.				BRA	999	herring15		
1737	212	1	having	have.V.PRESPART			EVN	eng	herring15		
1738	212	2	like	like.CONJ			EVN	eng	herring15		
1739	212	3	twenty	twenty.NUM			EVN	eng	herring15		
1740	212	4	layers	layer.N.PL			EVN	eng	herring15		
1741	212	5	of	of.PREP			EVN	eng	herring15		
1742	212	6	clothing	unk			EVN	eng	herring15		
1743	212	7	on	on.PREP			EVN	eng	herring15		
1744	212	8	me	me.PRON.OBJ.1S			EVN	eng	herring15		
1745	212	9	during	dure.ADJ+ASV.[or].during.PREP			EVN	eng	herring15		
1746	212	10	the	the.DET.DEF			EVN	eng	herring15		
1747	212	11	winter	winter.N.SG			EVN	eng	herring15		
1748	212	12	.				EVN	999	herring15		
1749	213	1	yeah	yeah.ADV			BRA	eng	herring15		
1750	213	2	.				BRA	999	herring15		
1751	214	1	what	what.REL			EVN	eng	herring15		
1752	214	2	time	time.N.SG			EVN	eng	herring15		
1753	214	3	what	what.REL			EVN	eng	herring15		
1754	214	4	what	what.REL			EVN	eng	herring15		
1755	214	5	but	but.CONJ			EVN	eng	herring15		
1756	214	6	I	I.PRON.SUB.1S			EVN	eng	herring15		
1757	214	7	heard	heard.V.PAST			EVN	eng	herring15		
1758	214	8	during	dure.ADJ+ASV.[or].during.PREP			EVN	eng	herring15		
1759	214	9	the	the.DET.DEF			EVN	eng	herring15		
1760	214	10	summer	summer.N.SG			EVN	eng	herring15		
1761	214	11	it	it.PRON.SUB.3S			EVN	eng	herring15		
1762	214	12	gets	get.V.3S.PRES			EVN	eng	herring15		
1763	214	13	super	super.ADJ.[or].sup.SV.INFIN+COMP.AG			EVN	eng	herring15		
1764	214	14	hot	hot.ADJ			EVN	eng	herring15		
1765	214	15	like	like.CONJ			EVN	eng	herring15		
1766	214	16	a	a.DET.INDEF			EVN	eng	herring15		
1767	214	17	hundred	hundred.NUM			EVN	eng	herring15		
1768	214	18	.				EVN	999	herring15		
1769	215	1	I	I.PRON.SUB.1S			BRA	eng	herring15		
1770	215	2	don't	do.V.1S.PRES+NEG			BRA	eng	herring15		
1771	215	3	know	know.V.INFIN			BRA	eng	herring15		
1772	215	4	.				BRA	999	herring15		
1773	216	1	like	like.CONJ			EVN	eng	herring15		
1774	216	2	hundreds	hundred.NUM+PV			EVN	eng	herring15		
1775	216	3	and	and.CONJ			EVN	eng	herring15		
1776	216	4	.				EVN	999	herring15		
1777	217	1	.				BRA	999	herring15		
1778	218	1	like	like.CONJ.[or].like.V.INFIN			EVN	eng	herring15		
1779	218	2	the	the.DET.DEF			EVN	eng	herring15		
1780	218	3	nineties	nineties.N.PL.[or].ninety.NUM+PV			EVN	eng	herring15		
1781	218	4	.				EVN	999	herring15		
1782	219	1	I	I.PRON.SUB.1S			BRA	eng	herring15		
1783	219	2	don't	do.V.1S.PRES+NEG			BRA	eng	herring15		
1784	219	3	think	think.V.INFIN			BRA	eng	herring15		
1785	219	4	so	so.ADV			BRA	eng	herring15		
1786	219	5	.				BRA	999	herring15		
1787	220	1	my	my.ADJ.POSS.1S			EVN	eng	herring15		
1788	220	2	boss	boss.N.SG			EVN	eng	herring15		
1789	220	3	told	told.V.PAST			EVN	eng	herring15		
1790	220	4	me	me.PRON.OBJ.1S			EVN	eng	herring15		
1791	220	5	it'll	it.PRON.SUB.3S+BE.V.FUT			EVN	eng	herring15		
1792	220	6	get	get.V.3S.PRES			EVN	eng	herring15		
1793	220	7	really	real.ADJ+ADV			EVN	eng	herring15		
1794	220	8	it'll	it.PRON.SUB.3S+BE.V.FUT			EVN	eng	herring15		
1795	220	9	get	get.V.3S.PRES			EVN	eng	herring15		
1796	220	10	really	real.ADJ+ADV			EVN	eng	herring15		
1797	220	11	hot	hot.ADJ			EVN	eng	herring15		
1798	220	12	during	dure.ADJ+ASV.[or].during.PREP			EVN	eng	herring15		
1799	220	13	the	the.DET.DEF			EVN	eng	herring15		
1800	220	14	summer	summer.N.SG			EVN	eng	herring15		
1801	220	15	.				EVN	999	herring15		
1802	221	1	is	is.V.3S.PRES			BRA	eng	herring15		
1803	221	2	it	it.PRON.SUB.3S			BRA	eng	herring15		
1804	221	3	oh	oh.IM			BRA	eng	herring15		
1805	221	4	yeah	yeah.ADV			BRA	eng	herring15		
1806	221	5	I'm	I.PRON.SUB.1S+BE.V.PRES			BRA	eng	herring15		
1807	221	6	sure	sure.ADJ			BRA	eng	herring15		
1808	221	7	it	it.PRON.SUB.3S			BRA	eng	herring15		
1809	221	8	does	does.V.3S.PRES			BRA	eng	herring15		
1810	221	9	.				BRA	999	herring15		
1811	222	1	but	but.CONJ			BRA	eng	herring15		
1812	222	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
1813	222	3	a	a.DET.INDEF			BRA	eng	herring15		
1814	222	4	different	different.ADJ			BRA	eng	herring15		
1815	222	5	kind	kind.ADJ.[or].kind.N.SG			BRA	eng	herring15		
1816	222	6	of	of.PREP			BRA	eng	herring15		
1817	222	7	hot	hot.ADJ			BRA	eng	herring15		
1818	222	8	than	than.CONJ			BRA	eng	herring15		
1819	222	9	down	down.PREP			BRA	eng	herring15		
1820	222	10	here	here.ADV			BRA	eng	herring15		
1821	222	11	.				BRA	999	herring15		
1822	223	1	you	you.PRON.SUB.2SP			EVN	eng	herring15		
1823	223	2	didn't	did.V.PAST+NEG			EVN	eng	herring15		
1824	223	3	go	go.SV.INFIN			EVN	eng	herring15		
1825	223	4	to	to.PREP			EVN	eng	herring15		
1826	223	5	the	the.DET.DEF			EVN	eng	herring15		
1827	223	6	beach	beach.N.SG			EVN	eng	herring15		
1828	223	7	when	when.CONJ			EVN	eng	herring15		
1829	223	8	you	you.PRON.SUB.2SP			EVN	eng	herring15		
1830	223	9	were	were.V.2S123P.PAST			EVN	eng	herring15		
1831	223	10	there	there.ADV			EVN	eng	herring15		
1832	223	11	?				EVN	999	herring15		
1833	224	1	I	I.PRON.SUB.1S			BRA	eng	herring15		
1834	224	2	was	was.V.13S.PAST			BRA	eng	herring15		
1835	224	3	there	there.ADV			BRA	eng	herring15		
1836	224	4	for	for.PREP			BRA	eng	herring15		
1837	224	5	Christmas	name			BRA	eng	herring15		
1838	224	6	so	so.ADV			BRA	eng	herring15		
1839	224	7	.				BRA	999	herring15		
1840	225	1	oh	oh.IM			EVN	eng	herring15		
1841	225	2	you	you.PRON.SUB.2SP			EVN	eng	herring15		
1842	225	3	were	were.V.2S123P.PAST			EVN	eng	herring15		
1843	225	4	there	there.ADV			EVN	eng	herring15		
1844	225	5	for	for.PREP			EVN	eng	herring15		
1845	225	6	Christmas	name			EVN	eng	herring15		
1846	225	7	.				EVN	999	herring15		
1847	226	1	yeah	yeah.ADV			BRA	eng	herring15		
1848	226	2	like	like.CONJ			BRA	eng	herring15		
1849	226	3	I've	I.PRON.SUB.1S+HAVE.V.PRES			BRA	eng	herring15		
1850	226	4	been	been.V.PASTPART			BRA	eng	herring15		
1851	226	5	in	in.PREP			BRA	eng	herring15		
1852	226	6	New_York	name			BRA	eng&spa	herring15		
1853	226	7	and	and.CONJ			BRA	eng	herring15		
1854	226	8	stuff	stuff.V.INFIN			BRA	eng	herring15		
1855	226	9	for	for.PREP			BRA	eng	herring15		
1856	226	10	the	the.DET.DEF			BRA	eng	herring15		
1857	226	11	summer	summer.N.SG			BRA	eng	herring15		
1858	226	12	and	and.CONJ			BRA	eng	herring15		
1859	226	13	stuff	stuff.V.INFIN			BRA	eng	herring15		
1860	226	14	but	but.CONJ			BRA	eng	herring15		
1861	226	15	we	we.PRON.SUB.1P			BRA	eng	herring15		
1862	226	16	went	went.V.PAST			BRA	eng	herring15		
1863	226	17	to	to.PREP			BRA	eng	herring15		
1864	226	18	.				BRA	999	herring15		
1865	227	1	when	when.CONJ			EVN	eng	herring15		
1866	227	2	you	you.PRON.SUB.2SP			EVN	eng	herring15		
1867	227	3	went	went.V.PAST			EVN	eng	herring15		
1868	227	4	to	to.PREP			EVN	eng	herring15		
1869	227	5	New_York	name			EVN	eng&spa	herring15		
1870	227	6	in	in.PREP			EVN	eng	herring15		
1871	227	7	the	the.DET.DEF			EVN	eng	herring15		
1872	227	8	summer	summer.N.SG			EVN	eng	herring15		
1873	227	9	did	did.V.PAST			EVN	eng	herring15		
1874	227	10	you	you.PRON.SUB.2SP			EVN	eng	herring15		
1875	227	11	go	go.V.2SP.PRES			EVN	eng	herring15		
1876	227	12	to	to.PREP			EVN	eng	herring15		
1877	227	13	the	the.DET.DEF			EVN	eng	herring15		
1878	227	14	beach	beach.N.SG			EVN	eng	herring15		
1879	227	15	?				EVN	999	herring15		
1880	228	1	no	no.ADV			BRA	eng	herring15		
1881	228	2	we	we.PRON.SUB.1P			BRA	eng	herring15		
1882	228	3	went	went.V.PAST			BRA	eng	herring15		
1883	228	4	to	to.PREP			BRA	eng	herring15		
1884	228	5	we	we.PRON.SUB.1P			BRA	eng	herring15		
1885	228	6	didn't	did.V.PAST+NEG			BRA	eng	herring15		
1886	228	7	go	go.SV.INFIN			BRA	eng	herring15		
1887	228	8	to	to.PREP			BRA	eng	herring15		
1888	228	9	the	the.DET.DEF			BRA	eng	herring15		
1889	228	10	beach	beach.N.SG			BRA	eng	herring15		
1890	228	11	in	in.PREP			BRA	eng	herring15		
1891	228	12	New_York	name			BRA	eng&spa	herring15		
1892	228	13	we	we.PRON.SUB.1P			BRA	eng	herring15		
1893	228	14	went	went.V.PAST			BRA	eng	herring15		
1894	228	15	to	to.PREP			BRA	eng	herring15		
1895	228	16	the	the.DET.DEF			BRA	eng	herring15		
1896	228	17	beach	beach.N.SG			BRA	eng	herring15		
1897	228	18	in	in.PREP			BRA	eng	herring15		
1898	228	19	um	um.IM			BRA	eng	herring15		
1899	228	20	damn	damn.SV.INFIN			BRA	eng	herring15		
1900	228	21	bro	bro.N.SG			BRA	eng	herring15		
1901	228	22	what's	what.REL+GB			BRA	eng	herring15		
1902	228	23	it	it.PRON.SUB.3S			BRA	eng	herring15		
1903	228	24	called	call.V.PAST			BRA	eng	herring15		
1904	228	25	?				BRA	999	herring15		
1905	229	1	like	like.CONJ			BRA	eng	herring15		
1906	229	2	a	a.DET.INDEF			BRA	eng	herring15		
1907	229	3	really	real.ADJ+ADV			BRA	eng	herring15		
1908	229	4	rich	rich.ADJ			BRA	eng	herring15		
1909	229	5	expensive	expensive.ADJ			BRA	eng	herring15		
1910	229	6	place	place.N.SG			BRA	eng	herring15		
1911	229	7	.				BRA	999	herring15		
1912	230	1	we	we.PRON.SUB.1P			BRA	eng	herring15		
1913	230	2	went	went.V.PAST			BRA	eng	herring15		
1914	230	3	there	there.ADV			BRA	eng	herring15		
1915	230	4	with	with.PREP			BRA	eng	herring15		
1916	230	5	my	my.ADJ.POSS.1S			BRA	eng	herring15		
1917	230	6	grandmother	grandmother.N.SG			BRA	eng	herring15		
1918	230	7	.				BRA	999	herring15		
1919	231	1	she	she.PRON.SUB.F.3S			BRA	eng	herring15		
1920	231	2	used	use.V.PAST			BRA	eng	herring15		
1921	231	3	to	to.PREP			BRA	eng	herring15		
1922	231	4	have	have.V.INFIN			BRA	eng	herring15		
1923	231	5	a	a.DET.INDEF			BRA	eng	herring15		
1924	231	6	house	house.N.SG			BRA	eng	herring15		
1925	231	7	there	there.ADV			BRA	eng	herring15		
1926	231	8	.				BRA	999	herring15		
1927	232	1	where	where.ADV			EVN	eng	herring15		
1928	232	2	was	was.V.3S.PAST			EVN	eng	herring15		
1929	232	3	is	is.V.3S.PRES			EVN	eng	herring15		
1930	232	4	it	it.PRON.SUB.3S			EVN	eng	herring15		
1931	232	5	by	by.PREP			EVN	eng	herring15		
1932	232	6	?				EVN	999	herring15		
1933	233	1	bro	bro.N.SG			BRA	eng	herring15		
1934	233	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
1935	233	3	in	in.PREP			BRA	eng	herring15		
1936	233	4	New_York	name			BRA	eng&spa	herring15		
1937	233	5	or	or.CONJ			BRA	eng	herring15		
1938	233	6	New_Jersey	name			BRA	eng&spa	herring15		
1939	233	7	ah	ah.IM			BRA	eng	herring15		
1940	233	8	the	the.DET.DEF			BRA	eng	herring15		
1941	233	9	Hamptons	name			BRA	eng&spa	herring15		
1942	233	10	.				BRA	999	herring15		
1943	234	1	the	the.DET.DEF			EVN	eng	herring15		
1944	234	2	Hamptons	name			EVN	eng&spa	herring15		
1945	234	3	?				EVN	999	herring15		
1946	235	1	yeah	yeah.ADV			BRA	eng	herring15		
1947	235	2	we	we.PRON.SUB.1P			BRA	eng	herring15		
1948	235	3	went	went.V.PAST			BRA	eng	herring15		
1949	235	4	there	there.ADV			BRA	eng	herring15		
1950	235	5	because	because.CONJ			BRA	eng	herring15		
1951	235	6	she	she.PRON.SUB.F.3S			BRA	eng	herring15		
1952	235	7	she	she.PRON.SUB.F.3S			BRA	eng	herring15		
1953	235	8	had	had.V.PAST			BRA	eng	herring15		
1954	235	9	like	like.CONJ			BRA	eng	herring15		
1955	235	10	a	a.DET.INDEF			BRA	eng	herring15		
1956	235	11	little	little.ADJ			BRA	eng	herring15		
1957	235	12	house	house.N.SG			BRA	eng	herring15		
1958	235	13	and	and.CONJ			BRA	eng	herring15		
1959	235	14	we	we.PRON.SUB.1P			BRA	eng	herring15		
1960	235	15	went	went.V.PAST			BRA	eng	herring15		
1961	235	16	there	there.ADV			BRA	eng	herring15		
1962	235	17	bro	bro.N.SG			BRA	eng	herring15		
1963	235	18	and	and.CONJ			BRA	eng	herring15		
1964	235	19	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
1965	235	20	mad	mad.ADJ			BRA	eng	herring15		
1966	235	21	nice	nice.ADJ			BRA	eng	herring15		
1967	235	22	mad	mad.ADJ			BRA	eng	herring15		
1968	235	23	nice	nice.ADJ			BRA	eng	herring15		
1969	235	24	because	because.CONJ			BRA	eng	herring15		
1970	235	25	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
1971	235	26	farther	farther.ADV			BRA	eng	herring15		
1972	235	27	away	away.ADV			BRA	eng	herring15		
1973	235	28	from	from.PREP			BRA	eng	herring15		
1974	235	29	the	the.DET.DEF			BRA	eng	herring15		
1975	235	30	city	city.N.SG			BRA	eng	herring15		
1976	235	31	so	so.ADV			BRA	eng	herring15		
1977	235	32	there's	there.PRON+BE.V.3S.PRES			BRA	eng	herring15		
1978	235	33	not	not.ADV			BRA	eng	herring15		
1979	235	34	so	so.ADV			BRA	eng	herring15		
1980	235	35	much	much.ADJ			BRA	eng	herring15		
1981	235	36	um	um.IM			BRA	eng	herring15		
1982	235	37	smog	smog.N.SG			BRA	eng	herring15		
1983	235	38	in	in.PREP			BRA	eng	herring15		
1984	235	39	the	the.DET.DEF			BRA	eng	herring15		
1985	235	40	air	air.N.SG			BRA	eng	herring15		
1986	235	41	.				BRA	999	herring15		
1987	236	1	yeah	yeah.ADV			EVN	eng	herring15		
1988	236	2	but	but.CONJ			EVN	eng	herring15		
1989	236	3	I	I.PRON.SUB.1S			EVN	eng	herring15		
1990	236	4	betcha	unk			EVN	eng	herring15		
1991	236	5	the	the.DET.DEF			EVN	eng	herring15		
1992	236	6	water	water.N.SG			EVN	eng	herring15		
1993	236	7	was	was.V.3S.PAST			EVN	eng	herring15		
1994	236	8	freezing	unk			EVN	eng	herring15		
1995	236	9	.				EVN	999	herring15		
1996	237	1	cold	cold.ADJ			BRA	eng	herring15		
1997	237	2	cold	cold.ADJ			BRA	eng	herring15		
1998	237	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
1999	237	4	always	alway.ADV+V 3S PRES.[or].always.ADV			BRA	eng	herring15		
2000	237	5	cold	cold.ADJ			BRA	eng	herring15		
2001	237	6	.				BRA	999	herring15		
2002	238	1	and	and.CONJ			BRA	eng	herring15		
2003	238	2	it	it.PRON.SUB.3S			BRA	eng	herring15		
2004	238	3	was	was.V.3S.PAST			BRA	eng	herring15		
2005	238	4	like	like.CONJ			BRA	eng	herring15		
2006	238	5	ninety	ninety.NUM			BRA	eng	herring15		
2007	238	6	degrees	degree.N.PL			BRA	eng	herring15		
2008	238	7	out	out.ADV			BRA	eng	herring15		
2009	238	8	.				BRA	999	herring15		
2010	239	1	like	like.V.INFIN			BRA	eng	herring15		
2011	239	2	it	it.PRON.OBJ.3S			BRA	eng	herring15		
2012	239	3	was	was.V.3S.PAST			BRA	eng	herring15		
2013	239	4	a	a.DET.INDEF			BRA	eng	herring15		
2014	239	5	nice	nice.ADJ			BRA	eng	herring15		
2015	239	6	day	day.N.SG			BRA	eng	herring15		
2016	239	7	.				BRA	999	herring15		
2017	240	1	and	and.CONJ			BRA	eng	herring15		
2018	240	2	the	the.DET.DEF			BRA	eng	herring15		
2019	240	3	water	water.N.SG			BRA	eng	herring15		
2020	240	4	was	was.V.3S.PAST			BRA	eng	herring15		
2021	240	5	like	like.CONJ			BRA	eng	herring15		
2022	240	6	seventy	seventy.NUM			BRA	eng	herring15		
2023	240	7	like	like.CONJ			BRA	eng	herring15		
2024	240	8	sixty	sixty.NUM			BRA	eng	herring15		
2025	240	9	seventy	seventy.NUM			BRA	eng	herring15		
2026	240	10	no	no.ADV			BRA	eng	herring15		
2027	240	11	matter	matt.ADJ.COMP.[or].matter.N.SG			BRA	eng	herring15		
2028	240	12	what	what.REL			BRA	eng	herring15		
2029	240	13	.				BRA	999	herring15		
2030	241	1	was	was.V.3S.PAST			EVN	eng	herring15		
2031	241	2	the	the.DET.DEF			EVN	eng	herring15		
2032	241	3	water	water.N.SG			EVN	eng	herring15		
2033	241	4	like	like.CONJ.[or].like.N.SG			EVN	eng	herring15		
2034	241	5	like	like.CONJ			EVN	eng	herring15		
2035	241	6	this	this.DEM.NEAR.SG			EVN	eng	herring15		
2036	241	7	like	like.CONJ			EVN	eng	herring15		
2037	241	8	a	a.DET.INDEF			EVN	eng	herring15		
2038	241	9	dark	dark.ADJ			EVN	eng	herring15		
2039	241	10	color	color.N.SG			EVN	eng	herring15		
2040	241	11	right	right.ADJ			EVN	eng	herring15		
2041	241	12	?				EVN	999	herring15		
2042	242	1	really	real.ADJ+ADV			BRA	eng	herring15		
2043	242	2	dark	dark.ADJ			BRA	eng	herring15		
2044	242	3	.				BRA	999	herring15		
2045	243	1	the	the.DET.DEF			BRA	eng	herring15		
2046	243	2	sand	sand.N.SG			BRA	eng	herring15		
2047	243	3	is	is.V.3S.PRES			BRA	eng	herring15		
2048	243	4	ugly	ugly.ADJ			BRA	eng	herring15		
2049	243	5	bro	bro.N.SG			BRA	eng	herring15		
2050	243	6	.				BRA	999	herring15		
2051	244	1	the	the.DET.DEF			BRA	eng	herring15		
2052	244	2	sand	sand.N.SG			BRA	eng	herring15		
2053	244	3	is	is.V.3S.PRES			BRA	eng	herring15		
2054	244	4	like	like.CONJ			BRA	eng	herring15		
2055	244	5	South_Beach	name			BRA	eng&spa	herring15		
2056	244	6	sand	sand.N.SG			BRA	eng	herring15		
2057	244	7	.				BRA	999	herring15		
2058	245	1	for	for.PREP			EVN	eng	herring15		
2059	245	2	real	real.ADJ			EVN	eng	herring15		
2060	245	3	?				EVN	999	herring15		
2061	246	1	yeah	yeah.ADV			BRA	eng	herring15		
2062	246	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
2063	246	3	like	like.CONJ.[or].like.SV.INFIN			BRA	eng	herring15		
2064	246	4	but	but.CONJ			BRA	eng	herring15		
2065	246	5	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
2066	246	6	real	real.ADJ			BRA	eng	herring15		
2067	246	7	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
2068	246	8	real	real.ADJ			BRA	eng	herring15		
2069	246	9	sand	sand.N.SG			BRA	eng	herring15		
2070	246	10	.				BRA	999	herring15		
2071	247	1	but	but.CONJ			BRA	eng	herring15		
2072	247	2	it	it.PRON.SUB.3S			BRA	eng	herring15		
2073	247	3	feels	feel.V.3S.PRES			BRA	eng	herring15		
2074	247	4	like	like.CONJ			BRA	eng	herring15		
2075	247	5	the	the.DET.DEF			BRA	eng	herring15		
2076	247	6	fake	fake.N.SG			BRA	eng	herring15		
2077	247	7	sand	sand.N.SG			BRA	eng	herring15		
2078	247	8	here	here.ADV			BRA	eng	herring15		
2079	247	9	.				BRA	999	herring15		
2080	248	1	when	when.CONJ			EVN	eng	herring15		
2081	248	2	I	I.PRON.SUB.1S			EVN	eng	herring15		
2082	248	3	went	went.V.PAST			EVN	eng	herring15		
2083	248	4	to	to.PREP			EVN	eng	herring15		
2084	248	5	the	the.DET.DEF			EVN	eng	herring15		
2085	248	6	Canary_Islands	name			EVN	eng	herring15		
2086	248	7	it	it.PRON.SUB.3S			EVN	eng	herring15		
2087	248	8	was	was.V.3S.PAST			EVN	eng	herring15		
2088	248	9	it	it.PRON.SUB.3S			EVN	eng	herring15		
2089	248	10	was	was.V.3S.PAST			EVN	eng	herring15		
2090	248	11	January	name			EVN	eng	herring15		
2091	248	12	.				EVN	999	herring15		
2092	249	1	.				BRA	999	herring15		
