word_id	utterance_id	location	surface	auto	fix	speaker	langid	filename	clause	clauseno
1099	143	1	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1100	143	2	had	had.V.PAST		ELI	eng	sastre13		
1101	143	3	like	like.CONJ		ELI	eng	sastre13		
1102	143	4	allergies	allergy.N.PL.[or].allergies.N.PL		ELI	eng	sastre13		
1103	143	5	.			ELI	999	sastre13		
1104	144	1	and	and.CONJ		ELI	eng	sastre13		
1105	144	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1106	144	3	was	was.V.13S.PAST		ELI	eng	sastre13		
1107	144	4	sneezing	unk		ELI	eng	sastre13		
1108	144	5	.			ELI	999	sastre13		
1109	145	1	and	and.CONJ		ELI	eng	sastre13		
1110	145	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1111	145	3	was	was.V.13S.PAST		ELI	eng	sastre13		
1112	145	4	so	so.ADV		ELI	eng	sastre13		
1113	145	5	sleepy	sleepy.ADJ		ELI	eng	sastre13		
1114	145	6	.			ELI	999	sastre13		
1115	146	1	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1116	146	2	couldn't	can.V.COND+NEG		ELI	eng	sastre13		
1117	146	3	open	open.ADJ.[or].open.V.INFIN		ELI	eng	sastre13		
1118	146	4	my	my.ADJ.POSS.1S		ELI	eng	sastre13		
1119	146	5	eyes	eyes.N.PL		ELI	eng	sastre13		
1120	146	6	.			ELI	999	sastre13		
1121	147	1	my	my.ADJ.POSS.1S		ELI	eng	sastre13		
1122	147	2	alarm	alarm.N.SG		ELI	eng	sastre13		
1123	147	3	went	went.AV.PAST		ELI	eng	sastre13		
1124	147	4	off	off.ADV		ELI	eng	sastre13		
1125	147	5	.			ELI	999	sastre13		
1126	148	1	and	and.CONJ		ELI	eng	sastre13		
1127	148	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1128	148	3	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1129	148	4	woulda	unk		ELI	eng	sastre13		
1130	148	5	been	been.V.PASTPART		ELI	eng	sastre13		
1131	148	6	late	late.ADJ		ELI	eng	sastre13		
1132	148	7	anyways	anyway.ADV+PV.[or].anyways.ADV		ELI	eng	sastre13		
1133	148	8	.			ELI	999	sastre13		
1134	149	1	and	and.CONJ		COL	eng	sastre13		
1135	149	2	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1136	149	3	and	and.CONJ		COL	eng	sastre13		
1137	149	4	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1138	149	5	stayed	stay.V.PAST		COL	eng	sastre13		
1139	149	6	in	in.PREP		COL	eng	sastre13		
1140	149	7	bed	bed.N.SG		COL	eng	sastre13		
1141	149	8	?			COL	999	sastre13		
1142	150	1	yes	yes.ADV		ELI	eng	sastre13		
1143	150	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1144	150	3	wake	wake.N.SG		ELI	eng	sastre13		
1145	150	4	up	up.ADV		ELI	eng	sastre13		
1146	150	5	at	at.PREP		ELI	eng	sastre13		
1147	150	6	six	six.NUM		ELI	eng	sastre13		
1148	150	7	thirty	thirty.NUM		ELI	eng	sastre13		
1149	150	8	because	because.CONJ		ELI	eng	sastre13		
1150	150	9	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1151	150	10	have	have.V.1S.PRES		ELI	eng	sastre13		
1152	150	11	class	class.N.SG		ELI	eng	sastre13		
1153	150	12	at	at.PREP		ELI	eng	sastre13		
1154	150	13	eight	eight.NUM		ELI	eng	sastre13		
1155	150	14	.			ELI	999	sastre13		
1156	151	1	and	and.CONJ		ELI	eng	sastre13		
1157	151	2	by	by.PREP		ELI	eng	sastre13		
1158	151	3	the	the.DET.DEF		ELI	eng	sastre13		
1159	151	4	time	time.N.SG		ELI	eng	sastre13		
1160	151	5	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1161	151	6	get	get.V.1S.PRES		ELI	eng	sastre13		
1162	151	7	ready	ready.ADJ		ELI	eng	sastre13		
1163	151	8	and	and.CONJ		ELI	eng	sastre13		
1164	151	9	everything	everything.PRON		ELI	eng	sastre13		
1165	151	10	and	and.CONJ		ELI	eng	sastre13		
1166	151	11	traffic	traffic.N.SG		ELI	eng	sastre13		
1167	151	12	in	in.PREP		ELI	eng	sastre13		
1168	151	13	the	the.DET.DEF		ELI	eng	sastre13		
1169	151	14	morning	morning.N.SG		ELI	eng	sastre13		
1170	151	15	get	get.N.SG		ELI	eng	sastre13		
1171	151	16	on	on.PREP		ELI	eng	sastre13		
1172	151	17	the	the.DET.DEF		ELI	eng	sastre13		
1173	151	18	highway	highway.N.SG		ELI	eng	sastre13		
1174	151	19	like	like.CONJ		ELI	eng	sastre13		
1175	151	20	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1176	151	21	get	get.V.1S.PRES		ELI	eng	sastre13		
1177	151	22	there	there.ADV		ELI	eng	sastre13		
1178	151	23	like	like.CONJ.[or].like.SV.INFIN		ELI	eng	sastre13		
1179	151	24	right	right.ADJ		ELI	eng	sastre13		
1180	151	25	on	on.PREP		ELI	eng	sastre13		
1181	151	26	time	time.N.SG		ELI	eng	sastre13		
1182	151	27	.			ELI	999	sastre13		
1183	152	1	.			ELI	999	sastre13		
1184	153	1	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1185	153	2	missed	miss.V.PAST		ELI	eng	sastre13		
1186	153	3	my	my.ADJ.POSS.1S		ELI	eng	sastre13		
1187	153	4	alarm	alarm.N.SG		ELI	eng	sastre13		
1188	153	5	clock	clock.N.SG		ELI	eng	sastre13		
1189	153	6	.			ELI	999	sastre13		
1190	154	1	it	it.PRON.SUB.3S		ELI	eng	sastre13		
1191	154	2	was	was.V.3S.PAST		ELI	eng	sastre13		
1192	154	3	already	already.ADV		ELI	eng	sastre13		
1193	154	4	like	like.CONJ		ELI	eng	sastre13		
1194	154	5	seven	seven.NUM		ELI	eng	sastre13		
1195	154	6	when	when.CONJ		ELI	eng	sastre13		
1196	154	7	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1197	154	8	actually	actual.ADJ+ADV		ELI	eng	sastre13		
1198	154	9	woke	woke.V.INFIN		ELI	eng	sastre13		
1199	154	10	up	up.ADV		ELI	eng	sastre13		
1200	154	11	.			ELI	999	sastre13		
1201	155	1	how	how.ADV		COL	eng	sastre13		
1202	155	2	much	much.ADJ		COL	eng	sastre13		
1203	155	3	longer	long.ADJ.COMP		COL	eng	sastre13		
1204	155	4	do	do.SV.INFIN		COL	eng	sastre13		
1205	155	5	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1206	155	6	have	have.V.2SP.PRES		COL	eng	sastre13		
1207	155	7	to	to.PREP		COL	eng	sastre13		
1208	155	8	go	go.V.INFIN		COL	eng	sastre13		
1209	155	9	?			COL	999	sastre13		
1210	156	1	I	I.PRON.SUB.1S		COL	eng	sastre13		
1211	156	2	mean	mean.V.1S.PRES		COL	eng	sastre13		
1212	156	3	you're	you.PRON.SUB.2SP+BE.V.PRES		COL	eng	sastre13		
1213	156	4	half	half.N.SG		COL	eng	sastre13		
1214	156	5	way	way.N.SG		COL	eng	sastre13		
1215	156	6	through	through.PREP		COL	eng	sastre13		
1216	156	7	the	the.DET.DEF		COL	eng	sastre13		
1217	156	8	summer	summer.N.SG		COL	eng	sastre13		
1218	156	9	right	right.ADJ		COL	eng	sastre13		
1219	156	10	?			COL	999	sastre13		
1220	157	1	no	no.ADV		ELI	eng	sastre13		
1221	157	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES		ELI	eng	sastre13		
1222	157	3	it's	it.PRON.OBJ.3S+BE.V.3S.PRES		ELI	eng	sastre13		
1223	157	4	.			ELI	999	sastre13		
1224	158	1	yeah	yeah.ADV		ELI	eng	sastre13		
1225	158	2	it	it.PRON.SUB.3S		ELI	eng	sastre13		
1226	158	3	ends	end.V.3S.PRES		ELI	eng	sastre13		
1227	158	4	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1228	158	5	have	have.V.1S.PRES		ELI	eng	sastre13		
1229	158	6	like	like.CONJ		ELI	eng	sastre13		
1230	158	7	three	three.NUM		ELI	eng	sastre13		
1231	158	8	more	more.ADJ		ELI	eng	sastre13		
1232	158	9	weeks	week.N.PL		ELI	eng	sastre13		
1233	158	10	.			ELI	999	sastre13		
1234	159	1	really	real.ADJ+ADV		COL	eng	sastre13		
1235	159	2	?			COL	999	sastre13		
1236	160	1	and	and.CONJ		ELI	eng	sastre13		
1237	160	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1238	160	3	shouldn't	should.V.1S.PRES+NEG		ELI	eng	sastre13		
1239	160	4	have	have.SV.INFIN		ELI	eng	sastre13		
1240	160	5	missed	miss.V.PASTPART		ELI	eng	sastre13		
1241	160	6	today	today.N.SG		ELI	eng	sastre13		
1242	160	7	.			ELI	999	sastre13		
1243	161	1	but	but.CONJ		ELI	eng	sastre13		
1244	161	2	the	the.DET.DEF		ELI	eng	sastre13		
1245	161	3	thing	thing.N.SG		ELI	eng	sastre13		
1246	161	4	is	is.V.3S.PRES		ELI	eng	sastre13		
1247	161	5	like	like.CONJ		ELI	eng	sastre13		
1248	161	6	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1249	161	7	shouldn't	should.V.1S.PRES+NEG		ELI	eng	sastre13		
1250	161	8	have	have.SV.INFIN		ELI	eng	sastre13		
1251	161	9	missed	miss.V.PASTPART		ELI	eng	sastre13		
1252	161	10	it	it.PRON.OBJ.3S		ELI	eng	sastre13		
1253	161	11	.			ELI	999	sastre13		
1254	162	1	but	but.CONJ		ELI	eng	sastre13		
1255	162	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1256	162	3	just	just.ADV		ELI	eng	sastre13		
1257	162	4	couldn't	can.V.COND+NEG		ELI	eng	sastre13		
1258	162	5	get	get.V.INFIN		ELI	eng	sastre13		
1259	162	6	up	up.ADV		ELI	eng	sastre13		
1260	162	7	.			ELI	999	sastre13		
1261	163	1	and	and.CONJ		COL	eng	sastre13		
1262	163	2	how	how.ADV		COL	eng	sastre13		
1263	163	3	do	do.SV.INFIN		COL	eng	sastre13		
1264	163	4	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1265	163	5	feel	feel.V.2SP.PRES		COL	eng	sastre13		
1266	163	6	now	now.ADV		COL	eng	sastre13		
1267	163	7	?			COL	999	sastre13		
1268	164	1	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1269	164	2	don't	do.V.1S.PRES+NEG		ELI	eng	sastre13		
1270	164	3	know	know.V.INFIN		ELI	eng	sastre13		
1271	164	4	.			ELI	999	sastre13		
1272	165	1	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1273	165	2	feel	feel.V.1S.PRES		ELI	eng	sastre13		
1274	165	3	good	good.ADJ		ELI	eng	sastre13		
1275	165	4	now	now.ADV		ELI	eng	sastre13		
1276	165	5	.			ELI	999	sastre13		
1277	166	1	like	like.V.INFIN		ELI	eng	sastre13		
1278	166	2	it	it.PRON.OBJ.3S		ELI	eng	sastre13		
1279	166	3	went	went.V.PAST		ELI	eng	sastre13		
1280	166	4	away	away.ADV		ELI	eng	sastre13		
1281	166	5	.			ELI	999	sastre13		
1282	167	1	it	it.PRON.SUB.3S		ELI	eng	sastre13		
1283	167	2	was	was.V.3S.PAST		ELI	eng	sastre13		
1284	167	3	weird	weird.ADJ		ELI	eng	sastre13		
1285	167	4	.			ELI	999	sastre13		
1286	168	1	it	it.PRON.SUB.3S		ELI	eng	sastre13		
1287	168	2	was	was.V.3S.PAST		ELI	eng	sastre13		
1288	168	3	a	a.DET.INDEF		ELI	eng	sastre13		
1289	168	4	weird	weird.ADJ		ELI	eng	sastre13		
1290	168	5	thing	thing.N.SG		ELI	eng	sastre13		
1291	168	6	.			ELI	999	sastre13		
1292	169	1	it	it.PRON.SUB.3S		ELI	eng	sastre13		
1293	169	2	was	was.V.3S.PAST		ELI	eng	sastre13		
1294	169	3	like	like.CONJ		ELI	eng	sastre13		
1295	169	4	a	a.DET.INDEF		ELI	eng	sastre13		
1296	169	5	little	little.ADJ		ELI	eng	sastre13		
1297	169	6	phase	phase.N.SG		ELI	eng	sastre13		
1298	169	7	or	or.CONJ		ELI	eng	sastre13		
1299	169	8	something	something.PRON		ELI	eng	sastre13		
1300	169	9	.			ELI	999	sastre13		
1301	170	1	the	the.DET.DEF		COL	eng	sastre13		
1302	170	2	morning	morning.N.SG		COL	eng	sastre13		
1303	170	3	sickness	sickness.N.SG		COL	eng	sastre13		
1304	170	4	.			COL	999	sastre13		
1305	171	1	but	but.CONJ		ELI	eng	sastre13		
1306	171	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1307	171	3	shoulda	unk		ELI	eng	sastre13		
1308	171	4	went	went.AV.PAST		ELI	eng	sastre13		
1309	171	5	.			ELI	999	sastre13		
1310	172	1	because	because.CONJ		ELI	eng	sastre13		
1311	172	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1312	172	3	think	think.V.1S.PRES		ELI	eng	sastre13		
1313	172	4	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1314	172	5	have	have.V.1S.PRES		ELI	eng	sastre13		
1315	172	6	a	a.DET.INDEF		ELI	eng	sastre13		
1316	172	7	test	test.N.SG		ELI	eng	sastre13		
1317	172	8	on	on.PREP		ELI	eng	sastre13		
1318	172	9	Thursday	name		ELI	eng	sastre13		
1319	172	10	.			ELI	999	sastre13		
1320	173	1	you're	you.PRON.SUB.2SP+BE.V.PRES		COL	eng	sastre13		
1321	173	2	not	not.ADV		COL	eng	sastre13		
1322	173	3	pregnant	pregnant.ADJ		COL	eng	sastre13		
1323	173	4	are	are.V.123P.PRES		COL	eng	sastre13		
1324	173	5	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1325	173	6	?			COL	999	sastre13		
1326	174	1	no	no.ADV		ELI	eng	sastre13		
1327	174	2	.			ELI	999	sastre13		
1328	175	1	.			COL	999	sastre13		
1329	176	1	yes	yes.ADV		ELI	eng	sastre13		
1330	176	2	.			ELI	999	sastre13		
1331	177	1	.			COL	999	sastre13		
1332	178	1	.			ELI	999	sastre13		
1333	179	1	that's	that.DEM.FAR+BE.V.3S.PRES		COL	eng	sastre13		
1334	179	2	morning	morning.N.SG		COL	eng	sastre13		
1335	179	3	sickness	sickness.N.SG		COL	eng	sastre13		
1336	179	4	.			COL	999	sastre13		
1337	180	1	.			ELI	999	sastre13		
1338	181	1	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1339	181	2	get	get.V.2SP.PRES		COL	eng	sastre13		
1340	181	3	up	up.ADV		COL	eng	sastre13		
1341	181	4	in	in.PREP		COL	eng	sastre13		
1342	181	5	the	the.DET.DEF		COL	eng	sastre13		
1343	181	6	morning	morning.N.SG		COL	eng	sastre13		
1344	181	7	.			COL	999	sastre13		
1345	182	1	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1346	182	2	can't	can.V.2SP.PRES+NEG		COL	eng	sastre13		
1347	182	3	get	get.V.INFIN		COL	eng	sastre13		
1348	182	4	up	up.ADV		COL	eng	sastre13		
1349	182	5	.			COL	999	sastre13		
1350	183	1	you're	you.PRON.SUB.2SP+BE.V.PRES		COL	eng	sastre13		
1351	183	2	sick	sick.ADJ		COL	eng	sastre13		
1352	183	3	.			COL	999	sastre13		
1353	184	1	you're	you.PRON.SUB.2SP+BE.V.PRES		COL	eng	sastre13		
1354	184	2	.			COL	999	sastre13		
1355	185	1	yeah	yeah.ADV		ELI	eng	sastre13		
1356	185	2	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1357	185	3	think	think.V.1S.PRES		ELI	eng	sastre13		
1358	185	4	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1359	185	5	even	even.ADV		ELI	eng	sastre13		
1360	185	6	threw	threw.V.INFIN		ELI	eng	sastre13		
1361	185	7	up	up.ADV		ELI	eng	sastre13		
1362	185	8	in	in.PREP		ELI	eng	sastre13		
1363	185	9	the	the.DET.DEF		ELI	eng	sastre13		
1364	185	10	bathroom	bathroom.N.SG		ELI	eng	sastre13		
1365	185	11	.			ELI	999	sastre13		
1366	186	1	yeah	yeah.ADV		COL	eng	sastre13		
1367	186	2	there	there.ADV		COL	eng	sastre13		
1368	186	3	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1369	186	4	go	go.V.2SP.PRES		COL	eng	sastre13		
1370	186	5	.			COL	999	sastre13		
1371	187	1	.			COL	999	sastre13		
1372	188	1	.			ELI	999	sastre13		
1373	189	1	oh	oh.IM		ELI	eng	sastre13		
1374	189	2	god	god.N.SG		ELI	eng	sastre13		
1375	189	3	you	you.PRON.SUB.2SP		ELI	eng	sastre13		
1376	189	4	imagine	imagine.V.2SP.PRES		ELI	eng	sastre13		
1377	189	5	?			ELI	999	sastre13		
1378	190	1	oh	oh.IM		ELI	eng	sastre13		
1379	190	2	my	my.ADJ.POSS.1S		ELI	eng	sastre13		
1380	190	3	god	god.N.SG		ELI	eng	sastre13		
1381	190	4	that's	that.CONJ+BE.V.3S.PRES		ELI	eng	sastre13		
1382	190	5	crazy	crazy.ADJ		ELI	eng	sastre13		
1383	190	6	.			ELI	999	sastre13		
1384	191	1	.			ELI	999	sastre13		
1385	192	1	yeah	yeah.ADV		COL	eng	sastre13		
1386	192	2	that	that.CONJ.[or].that.DEM.FAR		COL	eng	sastre13		
1387	192	3	that	that.CONJ.[or].that.DEM.FAR		COL	eng	sastre13		
1388	192	4	that	that.CONJ.[or].that.DEM.FAR		COL	eng	sastre13		
1389	192	5	would	be.V.123SP.COND		COL	eng	sastre13		
1390	192	6	be	be.SV.INFIN		COL	eng	sastre13		
1391	192	7	pretty	pretty.ADJ		COL	eng	sastre13		
1392	192	8	funny	funny.ADJ		COL	eng	sastre13		
1393	192	9	.			COL	999	sastre13		
1394	193	1	but	but.CONJ		COL	eng	sastre13		
1395	193	2	whatever	whatever.REL		COL	eng	sastre13		
1396	193	3	um	um.IM		COL	eng	sastre13		
1397	193	4	.			COL	999	sastre13		
1398	194	1	yeah	yeah.ADV		ELI	eng	sastre13		
1399	194	2	that	that.CONJ.[or].that.DEM.FAR		ELI	eng	sastre13		
1400	194	3	would	be.V.123SP.COND		ELI	eng	sastre13		
1401	194	4	be	be.SV.INFIN		ELI	eng	sastre13		
1402	194	5	funny	funny.ADJ		ELI	eng	sastre13		
1403	194	6	.			ELI	999	sastre13		
1404	195	1	yeah	yeah.ADV		COL	eng	sastre13		
1405	195	2	.			COL	999	sastre13		
1406	196	1	extremely	extreme.ADJ+ADV.[or].extremely.ADV		ELI	eng	sastre13		
1407	196	2	funny	funny.ADJ		ELI	eng	sastre13		
1408	196	3	that	that.CONJ.[or].that.DEM.FAR		ELI	eng	sastre13		
1409	196	4	would	be.V.123SP.COND		ELI	eng	sastre13		
1410	196	5	be	be.SV.INFIN		ELI	eng	sastre13		
1411	196	6	like	like.CONJ.[or].like.SV.INFIN		ELI	eng	sastre13		
1412	196	7	.			ELI	999	sastre13		
1413	197	1	what	what.REL		COL	eng	sastre13		
1414	197	2	like	like.CONJ.[or].like.SV.INFIN		COL	eng	sastre13		
1415	197	3	Jesus	name		COL	eng	sastre13		
1416	197	4	like	like.CONJ.[or].like.SV.INFIN		COL	eng	sastre13		
1417	197	5	uh	uh.IM		COL	eng	sastre13		
1418	197	6	Mary	name		COL	eng	sastre13		
1419	197	7	Mary	name		COL	eng	sastre13		
1420	197	8	Jesus	name		COL	eng	sastre13		
1421	197	9	funny	funny.ADJ		COL	eng	sastre13		
1422	197	10	?			COL	999	sastre13		
1423	198	1	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1424	198	2	would	be.V.1S.COND		ELI	eng	sastre13		
1425	198	3	have	have.SV.INFIN		ELI	eng	sastre13		
1426	198	4	to	to.PREP		ELI	eng	sastre13		
1427	198	5	be	be.V.INFIN		ELI	eng	sastre13		
1428	198	6	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1429	198	7	would	be.V.1S.COND		ELI	eng	sastre13		
1430	198	8	have	have.SV.INFIN		ELI	eng	sastre13		
1431	198	9	to	to.PREP		ELI	eng	sastre13		
1432	198	10	.			ELI	999	sastre13		
1433	199	1	no	no.ADV		ELI	eng	sastre13		
1434	199	2	no	no.ADV		ELI	eng	sastre13		
1435	199	3	.			ELI	999	sastre13		
1436	200	1	I	I.PRON.SUB.1S		ELI	eng	sastre13		
1437	200	2	would	be.V.1S.COND		ELI	eng	sastre13		
1438	200	3	have	have.SV.INFIN		ELI	eng	sastre13		
1439	200	4	to	to.PREP		ELI	eng	sastre13		
1440	200	5	be	be.V.INFIN		ELI	eng	sastre13		
1441	200	6	like	like.CONJ		ELI	eng	sastre13		
1442	200	7	the	the.DET.DEF		ELI	eng	sastre13		
1443	200	8	the	the.DET.DEF		ELI	eng	sastre13		
1444	200	9	next	next.ADJ		ELI	eng	sastre13		
1445	200	10	like	like.CONJ.[or].like.N.SG		ELI	eng	sastre13		
1446	200	11	scientific	scientific.ADJ		ELI	eng	sastre13		
1447	200	12	study	study.SV.INFIN		ELI	eng	sastre13		
1448	200	13	.			ELI	999	sastre13		
1449	201	1	.			COL	999	sastre13		
1450	202	1	oh	oh.IM		ELI	eng	sastre13		
1451	202	2	my	my.ADJ.POSS.1S		ELI	eng	sastre13		
1452	202	3	god	god.N.SG		ELI	eng	sastre13		
1453	202	4	.			ELI	999	sastre13		
1454	203	1	yeah	yeah.ADV		COL	eng	sastre13		
1455	203	2	I	I.PRON.SUB.1S		COL	eng	sastre13		
1456	203	3	I	I.PRON.SUB.1S		COL	eng	sastre13		
1457	203	4	don't	do.V.1S.PRES+NEG		COL	eng	sastre13		
1458	203	5	think	think.V.INFIN		COL	eng	sastre13		
1459	203	6	so	so.ADV		COL	eng	sastre13		
1460	203	7	.			COL	999	sastre13		
1461	204	1	so	so.ADV		COL	eng	sastre13		
1462	204	2	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1463	204	3	like	like.V.2SP.PRES		COL	eng	sastre13		
1464	204	4	the	the.DET.DEF		COL	eng	sastre13		
1465	204	5	radio	radio.N.SG		COL	eng	sastre13		
1466	204	6	station	station.N.SG		COL	eng	sastre13		
1467	204	7	.			COL	999	sastre13		
1468	205	1	yeah	yeah.ADV		ELI	eng	sastre13		
1469	205	2	it	it.PRON.SUB.3S		ELI	eng	sastre13		
1470	205	3	was	was.V.3S.PAST		ELI	eng	sastre13		
1471	205	4	good	good.ADJ		ELI	eng	sastre13		
1472	205	5	.			ELI	999	sastre13		
1473	206	1	I'd	I.PRON.SUB.1S+BE.V.COND		ELI	eng	sastre13		
1474	206	2	never	never.ADV		ELI	eng	sastre13		
1475	206	3	heard	heard.V.PAST		ELI	eng	sastre13		
1476	206	4	it	it.PRON.OBJ.3S		ELI	eng	sastre13		
1477	206	5	before	before.CONJ		ELI	eng	sastre13		
1478	206	6	.			ELI	999	sastre13		
1479	207	1	yeah	yeah.ADV		COL	eng	sastre13		
1480	207	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
1481	207	3	really	real.ADJ+ADV		COL	eng	sastre13		
1482	207	4	funny	funny.ADJ		COL	eng	sastre13		
1483	207	5	.			COL	999	sastre13		
1484	208	1	I	I.PRON.SUB.1S		COL	eng	sastre13		
1485	208	2	listen	listen.V.1S.PRES		COL	eng	sastre13		
1486	208	3	it	it.PRON.OBJ.3S		COL	eng	sastre13		
1487	208	4	I	I.PRON.SUB.1S		COL	eng	sastre13		
1488	208	5	listen	listen.V.1S.PRES		COL	eng	sastre13		
1489	208	6	to	to.PREP		COL	eng	sastre13		
1490	208	7	it	it.PRON.SUB.3S		COL	eng	sastre13		
1491	208	8	now	now.ADV		COL	eng	sastre13		
1492	208	9	all	all.ADJ		COL	eng	sastre13		
1493	208	10	the	the.DET.DEF		COL	eng	sastre13		
1494	208	11	time	time.N.SG		COL	eng	sastre13		
1495	208	12	.			COL	999	sastre13		
1496	209	1	I	I.PRON.SUB.1S		COL	eng	sastre13		
1497	209	2	don't	do.V.1S.PRES+NEG		COL	eng	sastre13		
1498	209	3	know	know.V.INFIN		COL	eng	sastre13		
1499	209	4	it's	it.PRON.OBJ.3S+BE.V.3S.PRES		COL	eng	sastre13		
1500	209	5	it	it.PRON.SUB.3S		COL	eng	sastre13		
1501	209	6	makes	make.V.3S.PRES		COL	eng	sastre13		
1502	209	7	me	me.PRON.OBJ.1S		COL	eng	sastre13		
1503	209	8	laugh	laugh.SV.INFIN		COL	eng	sastre13		
1504	209	9	.			COL	999	sastre13		
1505	210	1	and	and.CONJ		COL	eng	sastre13		
1506	210	2	there's	there.PRON+BE.V.3S.PRES		COL	eng	sastre13		
1507	210	3	like	like.CONJ.[or].like.SV.INFIN		COL	eng	sastre13		
1508	210	4	so	so.ADV		COL	eng	sastre13		
1509	210	5	much	much.ADJ		COL	eng	sastre13		
1510	210	6	stuff	stuff.SV.INFIN		COL	eng	sastre13		
1511	210	7	like	like.CONJ.[or].like.SV.INFIN		COL	eng	sastre13		
1512	210	8	good	good.ADJ		COL	eng	sastre13		
1513	210	9	stuff	stuff.SV.INFIN		COL	eng	sastre13		
1514	210	10	.			COL	999	sastre13		
1515	211	1	like	like.CONJ		COL	eng	sastre13		
1516	211	2	they	they.PRON.SUB.3P		COL	eng	sastre13		
1517	211	3	talk	talk.V.3P.PRES		COL	eng	sastre13		
1518	211	4	about	about.PREP		COL	eng	sastre13		
1519	211	5	stuff	stuff.SV.INFIN		COL	eng	sastre13		
1520	211	6	like	like.CONJ		COL	eng	sastre13		
1521	211	7	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1522	211	8	heard	heard.V.PAST		COL	eng	sastre13		
1523	211	9	like	like.CONJ		COL	eng	sastre13		
1524	211	10	the	the.DET.DEF		COL	eng	sastre13		
1525	211	11	stuff	stuff.N.SG		COL	eng	sastre13		
1526	211	12	about	about.PREP		COL	eng	sastre13		
1527	211	13	and	and.CONJ		COL	eng	sastre13		
1528	211	14	stuff	stuff.V.INFIN		COL	eng	sastre13		
1529	211	15	like	like.CONJ		COL	eng	sastre13		
1530	211	16	that	that.DEM.FAR		COL	eng	sastre13		
1531	211	17	.			COL	999	sastre13		
1532	212	1	mmhm	mmhm.IM		ELI	eng	sastre13		
1533	212	2	mmhm	mmhm.IM		ELI	eng	sastre13		
1534	212	3	mmhm	mmhm.IM		ELI	eng	sastre13		
1535	212	4	.			ELI	999	sastre13		
1536	213	1	they	they.PRON.SUB.3P		COL	eng	sastre13		
1537	213	2	talk	talk.V.3P.PRES		COL	eng	sastre13		
1538	213	3	about	about.PREP		COL	eng	sastre13		
1539	213	4	politics	politic.ADJ+PV.[or].politics.N.SG		COL	eng	sastre13		
1540	213	5	.			COL	999	sastre13		
1541	214	1	good	good.ADJ		COL	eng	sastre13		
1542	214	2	talks	talk.N.PL		COL	eng	sastre13		
1543	214	3	about	about.PREP		COL	eng	sastre13		
1544	214	4	politics	politic.ADJ+PV.[or].politics.N.SG		COL	eng	sastre13		
1545	214	5	.			COL	999	sastre13		
1546	215	1	not	not.ADV		COL	eng	sastre13		
1547	215	2	like	like.CONJ.[or].like.SV.INFIN		COL	eng	sastre13		
1548	215	3	that	that.DEM.FAR		COL	eng	sastre13		
1549	215	4	crap	crap.N.SG		COL	eng	sastre13		
1550	215	5	where	where.REL		COL	eng	sastre13		
1551	215	6	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
1552	215	7	like	like.CONJ.[or].like.SV.INFIN		COL	eng	sastre13		
1553	215	8	oh	oh.IM		COL	eng	sastre13		
1554	215	9	you	you.PRON.SUB.2SP		COL	eng	sastre13		
1555	215	10	know	know.V.2SP.PRES		COL	eng	sastre13		
1556	215	11	it's	it.PRON.SUB.3S+BE.V.3S.PRES		COL	eng	sastre13		
