word_id	utterance_id	location	surface	auto	fix	com	eng	speaker	langid	filename	clause	clauseno
1168	169	6	way	way.N.SG				MAT	eng	zeledon2		
1169	169	7	?					MAT	999	zeledon2		
1170	170	1	my	my.ADJ.POSS.1S				REB	eng	zeledon2		
1171	170	2	major	major.N.SG				REB	eng	zeledon2		
1172	170	3	.					REB	999	zeledon2		
1173	171	1	mmhm	mmhm.IM				MAT	eng	zeledon2		
1174	171	2	.					MAT	999	zeledon2		
1175	172	1	undecided	unk				REB	eng	zeledon2		
1176	172	2	.					REB	999	zeledon2		
1177	173	1	why	why.REL				MAT	eng	zeledon2		
1178	173	2	are	are.V.123P.PRES				MAT	eng	zeledon2		
1179	173	3	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1180	173	4	undecided	unk				MAT	eng	zeledon2		
1181	173	5	?					MAT	999	zeledon2		
1182	174	1	declared	unk				REB	eng	zeledon2		
1183	174	2	undecided	unk				REB	eng	zeledon2		
1184	174	3	but	but.CONJ				REB	eng	zeledon2		
1185	174	4	.					REB	999	zeledon2		
1186	175	1	ok	unk				MAT	eng	zeledon2		
1187	175	2	.					MAT	999	zeledon2		
1188	176	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1189	176	2	want	want.V.1S.PRES				REB	eng	zeledon2		
1190	176	3	to	to.PREP				REB	eng	zeledon2		
1191	176	4	become	become.V.INFIN				REB	eng	zeledon2		
1192	176	5	an	an.DET.INDEF				REB	eng	zeledon2		
1193	176	6	optometrist	optometrist.N.SG				REB	eng	zeledon2		
1194	176	7	.					REB	999	zeledon2		
1195	177	1	oh	oh.IM				MAT	eng	zeledon2		
1196	177	2	really	real.ADJ+ADV				MAT	eng	zeledon2		
1197	177	3	?					MAT	999	zeledon2		
1198	178	1	yeah	yeah.ADV				REB	eng	zeledon2		
1199	178	2	.					REB	999	zeledon2		
1200	179	1	maybe	maybe.ADV				REB	eng	zeledon2		
1201	179	2	even	even.ADJ				REB	eng	zeledon2		
1202	179	3	an	an.DET.INDEF				REB	eng	zeledon2		
1203	179	4	ophthalmologist	ophthalmologist.N.SG				REB	eng	zeledon2		
1204	179	5	if	if.CONJ				REB	eng	zeledon2		
1205	179	6	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1206	179	7	go	go.V.1S.PRES				REB	eng	zeledon2		
1207	179	8	the	the.DET.DEF				REB	eng	zeledon2		
1208	179	9	nerve	nerve.N.SG				REB	eng	zeledon2		
1209	179	10	to	to.PREP				REB	eng	zeledon2		
1210	179	11	go	go.V.INFIN				REB	eng	zeledon2		
1211	179	12	to	to.PREP				REB	eng	zeledon2		
1212	179	13	med	unk				REB	eng	zeledon2		
1213	179	14	school	school.N.SG				REB	eng	zeledon2		
1214	179	15	.					REB	999	zeledon2		
1215	180	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1216	180	2	can	can.V.2SP.PRES				MAT	eng	zeledon2		
1217	180	3	help	help.V.INFIN				MAT	eng	zeledon2		
1218	180	4	me	me.PRON.OBJ.1S				MAT	eng	zeledon2		
1219	180	5	out	out.ADV				MAT	eng	zeledon2		
1220	180	6	because	because.CONJ				MAT	eng	zeledon2		
1221	180	7	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1222	180	8	have	have.V.1S.PRES				MAT	eng	zeledon2		
1223	180	9	bad	bad.ADJ				MAT	eng	zeledon2		
1224	180	10	eyes	eyes.N.PL				MAT	eng	zeledon2		
1225	180	11	.					MAT	999	zeledon2		
1226	181	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1227	181	2	have	have.V.1S.PRES				MAT	eng	zeledon2		
1228	181	3	contacts	contact.N.PL				MAT	eng	zeledon2		
1229	181	4	.					MAT	999	zeledon2		
1230	182	1	me	me.PRON.OBJ.1S				REB	eng	zeledon2		
1231	182	2	too	too.ADV				REB	eng	zeledon2		
1232	182	3	.					REB	999	zeledon2		
1233	183	1	really	real.ADJ+ADV				MAT	eng	zeledon2		
1234	183	2	?					MAT	999	zeledon2		
1235	184	1	what's	what.REL+GB				REB	eng	zeledon2		
1236	184	2	your	your.ADJ.POSS.2SP				REB	eng	zeledon2		
1237	184	3	prescription	prescription.N.SG				REB	eng	zeledon2		
1238	184	4	?					REB	999	zeledon2		
1239	185	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1240	185	2	think	think.V.1S.PRES				MAT	eng	zeledon2		
1241	185	3	damn	damn.SV.INFIN				MAT	eng	zeledon2		
1242	185	4	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1243	185	5	know	know.V.2SP.PRES				MAT	eng	zeledon2		
1244	185	6	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1245	185	7	don't	do.V.1S.PRES+NEG				MAT	eng	zeledon2		
1246	185	8	.					MAT	999	zeledon2		
1247	186	1	oh	oh.IM				MAT	eng	zeledon2		
1248	186	2	wait	wait.V.IMPER				MAT	eng	zeledon2		
1249	186	3	oh	oh.IM				MAT	eng	zeledon2		
1250	186	4	no	no.ADV				MAT	eng	zeledon2		
1251	186	5	no	no.ADV				MAT	eng	zeledon2		
1252	186	6	no	no.ADV				MAT	eng	zeledon2		
1253	186	7	yeah	yeah.ADV				MAT	eng	zeledon2		
1254	186	8	negative	negative.ADJ				MAT	eng	zeledon2		
1255	186	9	three	three.NUM				MAT	eng	zeledon2		
1256	186	10	point	point.N.SG				MAT	eng	zeledon2		
1257	186	11	two	two.NUM				MAT	eng	zeledon2		
1258	186	12	five	five.NUM				MAT	eng	zeledon2		
1259	186	13	in	in.PREP				MAT	eng	zeledon2		
1260	186	14	one	one.PRON.SG				MAT	eng	zeledon2		
1261	186	15	negative	negative.ADJ				MAT	eng	zeledon2		
1262	186	16	three	three.NUM				MAT	eng	zeledon2		
1263	186	17	point	point.N.SG				MAT	eng	zeledon2		
1264	186	18	five	five.NUM				MAT	eng	zeledon2		
1265	186	19	in	in.PREP				MAT	eng	zeledon2		
1266	186	20	the	the.DET.DEF				MAT	eng	zeledon2		
1267	186	21	other	other.ADJ				MAT	eng	zeledon2		
1268	186	22	.					MAT	999	zeledon2		
1269	187	1	mmhm	mmhm.IM				REB	eng	zeledon2		
1270	187	2	.					REB	999	zeledon2		
1271	188	1	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
1272	188	2	think	think.V.2SP.PRES				REB	eng	zeledon2		
1273	188	3	you're	you.PRON.SUB.2SP+BE.V.PRES				REB	eng	zeledon2		
1274	188	4	bad	bad.ADJ				REB	eng	zeledon2		
1275	188	5	hmm	hmm.IM				REB	eng	zeledon2		
1276	188	6	!					REB	999	zeledon2		
1277	189	1	.					MAT	999	zeledon2		
1278	190	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1279	190	2	have	have.V.1S.PRES				REB	eng	zeledon2		
1280	190	3	a	a.DET.INDEF				REB	eng	zeledon2		
1281	190	4	negative	negative.ADJ				REB	eng	zeledon2		
1282	190	5	six	six.NUM				REB	eng	zeledon2		
1283	190	6	.					REB	999	zeledon2		
1284	191	1	is	is.V.3S.PRES				MAT	eng	zeledon2		
1285	191	2	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
1286	191	3	.					MAT	999	zeledon2		
1287	192	1	oh	oh.IM				MAT	eng	zeledon2		
1288	192	2	my	my.ADJ.POSS.1S				MAT	eng	zeledon2		
1289	192	3	God	name				MAT	eng	zeledon2		
1290	192	4	really	real.ADJ+ADV				MAT	eng	zeledon2		
1291	192	5	?					MAT	999	zeledon2		
1292	193	1	point	point.N.SG				REB	eng	zeledon2		
1293	193	2	seventy	seventy.NUM				REB	eng	zeledon2		
1294	193	3	five	five.NUM				REB	eng	zeledon2		
1295	193	4	.					REB	999	zeledon2		
1296	194	1	and	and.CONJ				REB	eng	zeledon2		
1297	194	2	then	then.ADV				REB	eng	zeledon2		
1298	194	3	negative	negative.ADJ				REB	eng	zeledon2		
1299	194	4	five	five.NUM				REB	eng	zeledon2		
1300	194	5	point	point.N.SG				REB	eng	zeledon2		
1301	194	6	.					REB	999	zeledon2		
1302	195	1	no	no.ADV				REB	eng	zeledon2		
1303	195	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES				REB	eng	zeledon2		
1304	195	3	negative	negative.ADJ				REB	eng	zeledon2		
1305	195	4	six	six.NUM				REB	eng	zeledon2		
1306	195	5	point	point.N.SG				REB	eng	zeledon2		
1307	195	6	five	five.NUM				REB	eng	zeledon2		
1308	195	7	and	and.CONJ				REB	eng	zeledon2		
1309	195	8	negative	negative.ADJ				REB	eng	zeledon2		
1310	195	9	five	five.NUM				REB	eng	zeledon2		
1311	195	10	seventy	seventy.NUM				REB	eng	zeledon2		
1312	195	11	five	five.NUM				REB	eng	zeledon2		
1313	195	12	.					REB	999	zeledon2		
1314	196	1	de	of.PREP				MAT	spa	zeledon2		
1315	196	2	verdad	truth.N.F.SG				MAT	spa	zeledon2		
1316	196	3	?					MAT	999	zeledon2		
1317	197	1	so	so.ADV				REB	eng	zeledon2		
1318	197	2	if	if.CONJ				REB	eng	zeledon2		
1319	197	3	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
1320	197	4	think	think.V.2SP.PRES				REB	eng	zeledon2		
1321	197	5	you're	you.PRON.SUB.2SP+BE.V.PRES				REB	eng	zeledon2		
1322	197	6	blind	blind.ADJ				REB	eng	zeledon2		
1323	197	7	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
1324	197	8	should	should.V.2SP.PRES				REB	eng	zeledon2		
1325	197	9	have	have.SV.INFIN				REB	eng	zeledon2		
1326	197	10	my	my.ADJ.POSS.1S				REB	eng	zeledon2		
1327	197	11	eyes	eyes.N.PL				REB	eng	zeledon2		
1328	197	12	for	for.PREP				REB	eng	zeledon2		
1329	197	13	a	a.DET.INDEF				REB	eng	zeledon2		
1330	197	14	few	few.ADJ				REB	eng	zeledon2		
1331	197	15	days	day.N.PL				REB	eng	zeledon2		
1332	197	16	.					REB	999	zeledon2		
1333	198	1	so	so.ADV				MAT	eng	zeledon2		
1334	198	2	when	when.CONJ				MAT	eng	zeledon2		
1335	198	3	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1336	198	4	take	take.V.2SP.PRES				MAT	eng	zeledon2		
1337	198	5	your	your.ADJ.POSS.2SP				MAT	eng	zeledon2		
1338	198	6	contacts	contact.N.PL				MAT	eng	zeledon2		
1339	198	7	out	out.ADV				MAT	eng	zeledon2		
1340	198	8	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1341	198	9	can't	can.V.2SP.PRES+NEG				MAT	eng	zeledon2		
1342	198	10	see	see.V.INFIN				MAT	eng	zeledon2		
1343	198	11	.					MAT	999	zeledon2		
1344	199	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1345	199	2	can't	can.V.1S.PRES+NEG				REB	eng	zeledon2		
1346	199	3	see	see.V.INFIN				REB	eng	zeledon2		
1347	199	4	crap	crap.N.SG				REB	eng	zeledon2		
1348	199	5	.					REB	999	zeledon2		
1349	200	1	really	real.ADJ+ADV				MAT	eng	zeledon2		
1350	200	2	?					MAT	999	zeledon2		
1351	201	1	yeah	yeah.ADV				REB	eng	zeledon2		
1352	201	2	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1353	201	3	can't	can.V.1S.PRES+NEG				REB	eng	zeledon2		
1354	201	4	see	see.V.INFIN				REB	eng	zeledon2		
1355	201	5	anything	anything.PRON				REB	eng	zeledon2		
1356	201	6	.					REB	999	zeledon2		
1357	202	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1358	202	2	thought	thought.V.PAST				MAT	eng	zeledon2		
1359	202	3	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1360	202	4	was	was.V.13S.PAST				MAT	eng	zeledon2		
1361	202	5	the	the.DET.DEF				MAT	eng	zeledon2		
1362	202	6	only	only.ADJ.[or].on.PREP+ADV				MAT	eng	zeledon2		
1363	202	7	one	one.PRON.SG				MAT	eng	zeledon2		
1364	202	8	on	on.PREP				MAT	eng	zeledon2		
1365	202	9	that	that.DEM.FAR				MAT	eng	zeledon2		
1366	202	10	boat	boat.N.SG				MAT	eng	zeledon2		
1367	202	11	.					MAT	999	zeledon2		
1368	203	1	no	no.ADV				MAT	eng	zeledon2		
1369	203	2	because	because.CONJ				MAT	eng	zeledon2		
1370	203	3	when	when.CONJ				MAT	eng	zeledon2		
1371	203	4	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1372	203	5	.					MAT	999	zeledon2		
1373	204	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1374	204	2	.					MAT	999	zeledon2		
1375	205	1	well	well.ADV				MAT	eng	zeledon2		
1376	205	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1377	205	3	know	know.V.2SP.PRES				MAT	eng	zeledon2		
1378	205	4	what	what.REL				MAT	eng	zeledon2		
1379	205	5	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1380	205	6	hate	hate.V.1S.PRES				MAT	eng	zeledon2		
1381	205	7	the	the.DET.DEF				MAT	eng	zeledon2		
1382	205	8	most	most.ADJ				MAT	eng	zeledon2		
1383	205	9	is	is.V.3S.PRES				MAT	eng	zeledon2		
1384	205	10	um	um.IM				MAT	eng	zeledon2		
1385	205	11	.					MAT	999	zeledon2		
1386	206	1	and	and.CONJ				MAT	eng	zeledon2		
1387	206	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1388	206	3	should	should.V.1S.PRES				MAT	eng	zeledon2		
1389	206	4	get	get.SV.INFIN				MAT	eng	zeledon2		
1390	206	5	glasses	glass.N.PL.[or].glasses.N.PL				MAT	eng	zeledon2		
1391	206	6	.					MAT	999	zeledon2		
1392	207	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1393	207	2	had	had.V.PAST				MAT	eng	zeledon2		
1394	207	3	glasses	glass.N.PL.[or].glasses.N.PL				MAT	eng	zeledon2		
1395	207	4	.					MAT	999	zeledon2		
1396	208	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1397	208	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1398	208	3	loose	loose.ADJ				MAT	eng	zeledon2		
1399	208	4	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1400	208	5	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1401	208	6	loose	loose.ADJ				MAT	eng	zeledon2		
1402	208	7	things	thing.N.PL				MAT	eng	zeledon2		
1403	208	8	so	so.ADV				MAT	eng	zeledon2		
1404	208	9	.					MAT	999	zeledon2		
1405	209	1	.					REB	999	zeledon2		
1406	210	1	but	but.CONJ				MAT	eng	zeledon2		
1407	210	2	um	um.IM				MAT	eng	zeledon2		
1408	210	3	like	like.CONJ.[or].like.SV.INFIN				MAT	eng	zeledon2		
1409	210	4	when	when.CONJ				MAT	eng	zeledon2		
1410	210	5	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1411	210	6	when	when.CONJ				MAT	eng	zeledon2		
1412	210	7	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
1413	210	8	watching	unk				MAT	eng	zeledon2		
1414	210	9	T_V	name				MAT	eng	zeledon2		
1415	210	10	and	and.CONJ				MAT	eng	zeledon2		
1416	210	11	it's	it.PRON.SUB.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
1417	210	12	getting	get.V.PRESPART				MAT	eng	zeledon2		
1418	210	13	late	late.ADJ				MAT	eng	zeledon2		
1419	210	14	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1420	210	15	just	just.ADV				MAT	eng	zeledon2		
1421	210	16	wanna	want.V.INFIN+TO.PREP				MAT	eng	zeledon2		
1422	210	17	fall	fall.V.INFIN				MAT	eng	zeledon2		
1423	210	18	asleep	asleep.ADV				MAT	eng	zeledon2		
1424	210	19	watching	unk				MAT	eng	zeledon2		
1425	210	20	T_V	name				MAT	eng	zeledon2		
1426	210	21	.					MAT	999	zeledon2		
1427	211	1	so	so.ADV				REB	eng	zeledon2		
1428	211	2	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
1429	211	3	don't	do.V.2SP.PRES+NEG				REB	eng	zeledon2		
1430	211	4	wear	wear.V.INFIN				REB	eng	zeledon2		
1431	211	5	.					REB	999	zeledon2		
1432	212	1	but	but.CONJ				MAT	eng	zeledon2		
1433	212	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1434	212	3	have	have.V.1S.PRES				MAT	eng	zeledon2		
1435	212	4	yeah	yeah.ADV				MAT	eng	zeledon2		
1436	212	5	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1437	212	6	have	have.V.1S.PRES				MAT	eng	zeledon2		
1438	212	7	to	to.PREP				MAT	eng	zeledon2		
1439	212	8	take	take.V.INFIN				MAT	eng	zeledon2		
1440	212	9	them	them.PRON.OBJ.3P				MAT	eng	zeledon2		
1441	212	10	out	out.ADV				MAT	eng	zeledon2		
1442	212	11	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1443	212	12	know	know.V.2SP.PRES				MAT	eng	zeledon2		
1444	212	13	.					MAT	999	zeledon2		
1445	213	1	yeah	yeah.ADV				REB	eng	zeledon2		
1446	213	2	.					REB	999	zeledon2		
1447	214	1	so	so.ADV				MAT	eng	zeledon2		
1448	214	2	that	that.CONJ				MAT	eng	zeledon2		
1449	214	3	that's	that.DEM.FAR+BE.V.3S.PRES				MAT	eng	zeledon2		
1450	214	4	what	what.REL				MAT	eng	zeledon2		
1451	214	5	sucks	sucks.IM.[or].suck.SV.INFIN+PV				MAT	eng	zeledon2		
1452	214	6	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1453	214	7	know	know.V.2SP.PRES				MAT	eng	zeledon2		
1454	214	8	.					MAT	999	zeledon2		
1455	215	1	yeah	yeah.ADV				REB	eng	zeledon2		
1456	215	2	.					REB	999	zeledon2		
1457	216	1	and	and.CONJ				MAT	eng	zeledon2		
1458	216	2	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
1459	216	3	looking	look.V.PRESPART				MAT	eng	zeledon2		
1460	216	4	at	at.PREP				MAT	eng	zeledon2		
1461	216	5	.					MAT	999	zeledon2		
1462	217	1	well	well.ADV				REB	eng	zeledon2		
1463	217	2	what	what.REL				REB	eng	zeledon2		
1464	217	3	sucks	sucks.IM.[or].suck.SV.INFIN+PV				REB	eng	zeledon2		
1465	217	4	for	for.PREP				REB	eng	zeledon2		
1466	217	5	me	me.PRON.OBJ.1S				REB	eng	zeledon2		
1467	217	6	.					REB	999	zeledon2		
1468	218	1	squinting	squint.V.PRESPART				MAT	eng	zeledon2		
1469	218	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1470	218	3	know	know.V.2SP.PRES				MAT	eng	zeledon2		
1471	218	4	.					MAT	999	zeledon2		
1472	219	1	is	is.V.3S.PRES				REB	eng	zeledon2		
1473	219	2	that	that.CONJ.[or].that.DEM.FAR				REB	eng	zeledon2		
1474	219	3	no	no.ADV				REB	eng	zeledon2		
1475	219	4	when	when.CONJ				REB	eng	zeledon2		
1476	219	5	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1477	219	6	get	get.V.1S.PRES				REB	eng	zeledon2		
1478	219	7	home	home.ADV				REB	eng	zeledon2		
1479	219	8	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1480	219	9	take	take.V.1S.PRES				REB	eng	zeledon2		
1481	219	10	off	off.ADV				REB	eng	zeledon2		
1482	219	11	my	my.ADJ.POSS.1S				REB	eng	zeledon2		
1483	219	12	not	not.ADV				REB	eng	zeledon2		
1484	219	13	really	real.ADJ+ADV				REB	eng	zeledon2		
1485	219	14	before	before.CONJ				REB	eng	zeledon2		
1486	219	15	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1487	219	16	go	go.V.1S.PRES				REB	eng	zeledon2		
1488	219	17	to	to.PREP				REB	eng	zeledon2		
1489	219	18	bed	bed.N.SG				REB	eng	zeledon2		
1490	219	19	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1491	219	20	take	take.V.1S.PRES				REB	eng	zeledon2		
1492	219	21	off	off.ADV				REB	eng	zeledon2		
1493	219	22	my	my.ADJ.POSS.1S				REB	eng	zeledon2		
1494	219	23	contacts	contact.N.PL				REB	eng	zeledon2		
1495	219	24	and	and.CONJ				REB	eng	zeledon2		
1496	219	25	obviously	obvious.ADJ+ADV				REB	eng	zeledon2		
1497	219	26	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1498	219	27	have	have.V.1S.PRES				REB	eng	zeledon2		
1499	219	28	my	my.ADJ.POSS.1S				REB	eng	zeledon2		
1500	219	29	glasses	glass.N.PL.[or].glasses.N.PL				REB	eng	zeledon2		
1501	219	30	.					REB	999	zeledon2		
1502	220	1	but	but.CONJ				REB	eng	zeledon2		
1503	220	2	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1504	220	3	put	put.V.1S.PRES				REB	eng	zeledon2		
1505	220	4	them	them.PRON.OBJ.3P				REB	eng	zeledon2		
1506	220	5	on	on.PREP				REB	eng	zeledon2		
1507	220	6	and	and.CONJ				REB	eng	zeledon2		
1508	220	7	then	then.ADV				REB	eng	zeledon2		
1509	220	8	if	if.CONJ				REB	eng	zeledon2		
1510	220	9	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1511	220	10	take	take.V.1S.PRES				REB	eng	zeledon2		
1512	220	11	them	them.PRON.OBJ.3P				REB	eng	zeledon2		
1513	220	12	off	off.ADV				REB	eng	zeledon2		
1514	220	13	and	and.CONJ				REB	eng	zeledon2		
1515	220	14	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1516	220	15	put	put.V.1S.PRES				REB	eng	zeledon2		
1517	220	16	them	them.PRON.OBJ.3P				REB	eng	zeledon2		
1518	220	17	down	down.PREP				REB	eng	zeledon2		
1519	220	18	somewhere	somewhere.ADV				REB	eng	zeledon2		
1520	220	19	forget	forget.SV.INFIN				REB	eng	zeledon2		
1521	220	20	it	it.PRON.SUB.3S				REB	eng	zeledon2		
1522	220	21	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1523	220	22	lost	lost.ADJ				REB	eng	zeledon2		
1524	220	23	them	them.PRON.OBJ.3P				REB	eng	zeledon2		
1525	220	24	.					REB	999	zeledon2		
1526	221	1	mmhm	mmhm.IM				MAT	eng	zeledon2		
1527	221	2	.					MAT	999	zeledon2		
1528	222	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1529	222	2	can't	can.V.1S.PRES+NEG				REB	eng	zeledon2		
1530	222	3	see	see.V.INFIN				REB	eng	zeledon2		
1531	222	4	them	them.PRON.OBJ.3P				REB	eng	zeledon2		
1532	222	5	.					REB	999	zeledon2		
1533	223	1	so	so.ADV				REB	eng	zeledon2		
1534	223	2	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1535	223	3	have	have.V.1S.PRES				REB	eng	zeledon2		
1536	223	4	to	to.PREP				REB	eng	zeledon2		
1537	223	5	like	like.CONJ.[or].like.V.INFIN				REB	eng	zeledon2		
1538	223	6	feel	feel.V.INFIN				REB	eng	zeledon2		
1539	223	7	around	around.ADV				REB	eng	zeledon2		
1540	223	8	for	for.PREP				REB	eng	zeledon2		
1541	223	9	them	them.PRON.OBJ.3P				REB	eng	zeledon2		
1542	223	10	so	so.ADV				REB	eng	zeledon2		
1543	223	11	.					REB	999	zeledon2		
1544	224	1	oh	oh.IM				MAT	eng	zeledon2		
1545	224	2	ok	unk				MAT	eng	zeledon2		
1546	224	3	.					MAT	999	zeledon2		
1547	225	1	so	so.ADV				MAT	eng	zeledon2		
1548	225	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1549	225	3	can't	can.V.2SP.PRES+NEG				MAT	eng	zeledon2		
1550	225	4	see	see.V.INFIN				MAT	eng	zeledon2		
1551	225	5	up	up.ADV				MAT	eng	zeledon2		
1552	225	6	close	close.SV.INFIN				MAT	eng	zeledon2		
1553	225	7	either	either.ADJ				MAT	eng	zeledon2		
1554	225	8	.					MAT	999	zeledon2		
1555	226	1	no	no.ADV				REB	eng	zeledon2		
1556	226	2	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1557	226	3	can't	can.V.1S.PRES+NEG				REB	eng	zeledon2		
1558	226	4	see	see.V.INFIN				REB	eng	zeledon2		
1559	226	5	far	far.ADV				REB	eng	zeledon2		
1560	226	6	.					REB	999	zeledon2		
1561	227	1	ok	unk				MAT	eng	zeledon2		
1562	227	2	.					MAT	999	zeledon2		
1563	228	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1564	228	2	mean	mean.V.1S.PRES				REB	eng	zeledon2		
1565	228	3	you'd	you.PRON.SUB.2SP+BE.V.COND				REB	eng	zeledon2		
1566	228	4	have	have.V.2SP.PRES				REB	eng	zeledon2		
1567	228	5	to	to.PREP				REB	eng	zeledon2		
1568	228	6	be	be.V.INFIN				REB	eng	zeledon2		
1569	228	7	like	like.CONJ				REB	eng	zeledon2		
1570	228	8	right	right.ADJ				REB	eng	zeledon2		
1571	228	9	here	here.ADV				REB	eng	zeledon2		
1572	228	10	for	for.PREP				REB	eng	zeledon2		
1573	228	11	me	me.PRON.OBJ.1S				REB	eng	zeledon2		
1574	228	12	to	to.PREP				REB	eng	zeledon2		
1575	228	13	see	see.V.INFIN				REB	eng	zeledon2		
1576	228	14	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
1577	228	15	.					REB	999	zeledon2		
1578	229	1	really	real.ADJ+ADV				MAT	eng	zeledon2		
1579	229	2	?					MAT	999	zeledon2		
1580	230	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1581	230	2	have	have.V.1S.PRES				MAT	eng	zeledon2		
1582	230	3	twenty	twenty.NUM				MAT	eng	zeledon2		
1583	230	4	twenty	twenty.NUM				MAT	eng	zeledon2		
1584	230	5	from	from.PREP				MAT	eng	zeledon2		
1585	230	6	like	like.CONJ.[or].like.SV.INFIN				MAT	eng	zeledon2		
1586	230	7	close	close.V.INFIN				MAT	eng	zeledon2		
1587	230	8	like	like.CONJ				MAT	eng	zeledon2		
1588	230	9	if	if.CONJ				MAT	eng	zeledon2		
1589	230	10	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1590	230	11	didn't	did.V.PAST+NEG				MAT	eng	zeledon2		
1591	230	12	have	have.SV.INFIN				MAT	eng	zeledon2		
1592	230	13	them	them.PRON.OBJ.3P				MAT	eng	zeledon2		
1593	230	14	on	on.PREP				MAT	eng	zeledon2		
1594	230	15	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1595	230	16	could	can.V.COND				MAT	eng	zeledon2		
1596	230	17	see	see.V.INFIN				MAT	eng	zeledon2		
1597	230	18	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1598	230	19	can	can.V.1S.PRES				MAT	eng	zeledon2		
1599	230	20	read	read.V.INFIN				MAT	eng	zeledon2		
1600	230	21	fine	fine.N.SG				MAT	eng	zeledon2		
1601	230	22	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1602	230	23	know	know.V.2SP.PRES				MAT	eng	zeledon2		
1603	230	24	.					MAT	999	zeledon2		
1604	231	1	oh	oh.IM				REB	eng	zeledon2		
1605	231	2	no	no.ADV				REB	eng	zeledon2		
1606	231	3	I	I.PRON.SUB.1S				REB	eng	zeledon2		
1607	231	4	can't	can.V.1S.PRES+NEG				REB	eng	zeledon2		
1608	231	5	.					REB	999	zeledon2		
1609	232	1	like	like.CONJ				MAT	eng	zeledon2		
1610	232	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
1611	232	3	if	if.CONJ				MAT	eng	zeledon2		
1612	232	4	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
1613	232	5	know	know.V.2SP.PRES				MAT	eng	zeledon2		
